frame_number,frame_time,frame_len,eth_src,eth_dst,eth_type,ip_version,ip_src,ip_dst,ip_hl,ip_len,ip_proto,ip_ttl,tcp_srcport,tcp_dstport,tcp_seq,tcp_ack,tcp_len,tcp_flags
57,"Feb  9, 2024 16:19:36.766201000 Central Standard Time",54,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,40,6,236,443,38995,1,0,0,0x0004
58,"Feb  9, 2024 16:19:36.767010000 Central Standard Time",54,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,40,6,244,443,43148,1,0,0,0x0004
59,"Feb  9, 2024 16:19:36.767994000 Central Standard Time",54,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,40,6,243,443,43192,1,0,0,0x0004
60,"Feb  9, 2024 16:19:36.768302000 Central Standard Time",54,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,40,6,244,443,39974,1,0,0,0x0004
61,"Feb  9, 2024 16:19:36.769657000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,60,6,244,443,40144,0,1,0,0x0012
62,"Feb  9, 2024 16:19:36.776490000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,60,6,241,443,39195,0,1,0,0x0012
63,"Feb  9, 2024 16:19:36.778457000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,60,6,244,443,43360,0,1,0,0x0012
64,"Feb  9, 2024 16:19:36.781325000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,60,6,244,443,43364,0,1,0,0x0012
65,"Feb  9, 2024 16:19:36.783224000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,52,6,64,40144,443,1,1,0,0x0010
66,"Feb  9, 2024 16:19:36.784719000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39195,443,1,1,0,0x0010
67,"Feb  9, 2024 16:19:36.784869000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43360,443,1,1,0,0x0010
68,"Feb  9, 2024 16:19:36.785016000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43364,443,1,1,0,0x0010
69,"Feb  9, 2024 16:19:36.785163000 Central Standard Time",74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,60,6,64,39199,443,0,0,0,0x0002
70,"Feb  9, 2024 16:19:36.785561000 Central Standard Time",583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,569,6,64,43364,443,1,1,517,0x0018
71,"Feb  9, 2024 16:19:36.786988000 Central Standard Time",583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,569,6,64,40144,443,1,1,517,0x0018
72,"Feb  9, 2024 16:19:36.787155000 Central Standard Time",74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,60,6,64,46042,443,0,0,0,0x0002
73,"Feb  9, 2024 16:19:36.787322000 Central Standard Time",74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,60,6,64,46043,443,0,0,0,0x0002
74,"Feb  9, 2024 16:19:36.790307000 Central Standard Time",583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,569,6,64,39195,443,1,1,517,0x0018
75,"Feb  9, 2024 16:19:36.790371000 Central Standard Time",583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,569,6,64,43360,443,1,1,517,0x0018
76,"Feb  9, 2024 16:19:36.811092000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,60,6,241,443,39199,0,1,0,0x0012
77,"Feb  9, 2024 16:19:36.811304000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,52,6,244,443,43364,1,518,0,0x0010
78,"Feb  9, 2024 16:19:36.812457000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,60,6,244,443,46042,0,1,0,0x0012
79,"Feb  9, 2024 16:19:36.812509000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,1500,6,244,443,43364,1,518,1448,0x0010
80,"Feb  9, 2024 16:19:36.812519000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,1500,6,244,443,43364,1449,518,1448,0x0010
81,"Feb  9, 2024 16:19:36.812527000 Central Standard Time",735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,721,6,244,443,43364,2897,518,669,0x0018
82,"Feb  9, 2024 16:19:36.812925000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,52,6,244,443,40144,1,518,0,0x0010
83,"Feb  9, 2024 16:19:36.813249000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,60,6,244,443,46043,0,1,0,0x0012
84,"Feb  9, 2024 16:19:36.813493000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,52,6,241,443,39195,1,518,0,0x0010
85,"Feb  9, 2024 16:19:36.813993000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,1500,6,244,443,40144,1,518,1448,0x0010
86,"Feb  9, 2024 16:19:36.814010000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,1500,6,244,443,40144,1449,518,1448,0x0010
87,"Feb  9, 2024 16:19:36.814019000 Central Standard Time",593,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,579,6,244,443,40144,2897,518,527,0x0018
88,"Feb  9, 2024 16:19:36.814504000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,1500,6,241,443,39195,1,518,1448,0x0010
89,"Feb  9, 2024 16:19:36.814523000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,1500,6,241,443,39195,1449,518,1448,0x0010
90,"Feb  9, 2024 16:19:36.814532000 Central Standard Time",735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,721,6,241,443,39195,2897,518,669,0x0018
91,"Feb  9, 2024 16:19:36.816055000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,52,6,244,443,43360,1,518,0,0x0010
92,"Feb  9, 2024 16:19:36.817004000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,1500,6,244,443,43360,1,518,1448,0x0010
93,"Feb  9, 2024 16:19:36.817023000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,1500,6,244,443,43360,1449,518,1448,0x0010
94,"Feb  9, 2024 16:19:36.817032000 Central Standard Time",735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,721,6,244,443,43360,2897,518,669,0x0018
95,"Feb  9, 2024 16:19:36.838979000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39199,443,1,1,0,0x0010
96,"Feb  9, 2024 16:19:36.840941000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,52,6,64,46042,443,1,1,0,0x0010
97,"Feb  9, 2024 16:19:36.841008000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43364,443,518,1449,0,0x0010
98,"Feb  9, 2024 16:19:36.841089000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43364,443,518,2897,0,0x0010
99,"Feb  9, 2024 16:19:36.841172000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43364,443,518,3566,0,0x0010
100,"Feb  9, 2024 16:19:36.841270000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,52,6,64,46043,443,1,1,0,0x0010
101,"Feb  9, 2024 16:19:36.841273000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,52,6,64,40144,443,518,1449,0,0x0010
102,"Feb  9, 2024 16:19:36.841276000 Central Standard Time",583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,569,6,64,39199,443,1,1,517,0x0018
103,"Feb  9, 2024 16:19:36.841279000 Central Standard Time",583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,569,6,64,46043,443,1,1,517,0x0018
104,"Feb  9, 2024 16:19:36.867003000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,52,6,241,443,39199,1,518,0,0x0010
105,"Feb  9, 2024 16:19:36.867820000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,1500,6,241,443,39199,1,518,1448,0x0010
106,"Feb  9, 2024 16:19:36.867835000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,1500,6,241,443,39199,1449,518,1448,0x0010
107,"Feb  9, 2024 16:19:36.867843000 Central Standard Time",735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,721,6,241,443,39199,2897,518,669,0x0018
108,"Feb  9, 2024 16:19:36.867856000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,52,6,244,443,46043,1,518,0,0x0010
109,"Feb  9, 2024 16:19:36.868135000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,1500,6,244,443,46043,1,518,1448,0x0010
110,"Feb  9, 2024 16:19:36.868149000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,1500,6,244,443,46043,1449,518,1448,0x0010
111,"Feb  9, 2024 16:19:36.868157000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,1500,6,244,443,46043,2897,518,1448,0x0010
112,"Feb  9, 2024 16:19:36.868856000 Central Standard Time",1311,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,1297,6,244,443,46043,4345,518,1245,0x0018
113,"Feb  9, 2024 16:19:36.888190000 Central Standard Time",735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,721,6,241,443,39195,2897,518,669,0x0018
114,"Feb  9, 2024 16:19:36.891211000 Central Standard Time",735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,721,6,244,443,43360,2897,518,669,0x0018
115,"Feb  9, 2024 16:19:36.959902000 Central Standard Time",593,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,579,6,244,443,40144,2897,518,527,0x0018
116,"Feb  9, 2024 16:19:36.989599000 Central Standard Time",583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,569,6,64,46042,443,1,1,517,0x0018
117,"Feb  9, 2024 16:19:36.989956000 Central Standard Time",192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,178,6,64,43364,443,518,3566,126,0x0018
118,"Feb  9, 2024 16:19:36.990019000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,52,6,64,40144,443,518,2897,0,0x0010
119,"Feb  9, 2024 16:19:36.990100000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,52,6,64,40144,443,518,3424,0,0x0010
120,"Feb  9, 2024 16:19:36.990178000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39195,443,518,1449,0,0x0010
121,"Feb  9, 2024 16:19:36.990256000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39195,443,518,2897,0,0x0010
122,"Feb  9, 2024 16:19:36.990332000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39195,443,518,3566,0,0x0010
123,"Feb  9, 2024 16:19:36.990408000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43360,443,518,1449,0,0x0010
124,"Feb  9, 2024 16:19:36.990484000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43360,443,518,2897,0,0x0010
125,"Feb  9, 2024 16:19:36.990560000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43360,443,518,3566,0,0x0010
126,"Feb  9, 2024 16:19:36.990635000 Central Standard Time",192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,178,6,64,40144,443,518,3424,126,0x0018
127,"Feb  9, 2024 16:19:36.994615000 Central Standard Time",192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,178,6,64,43360,443,518,3566,126,0x0018
128,"Feb  9, 2024 16:19:36.996141000 Central Standard Time",1311,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,1297,6,244,443,46043,4345,518,1245,0x0018
129,"Feb  9, 2024 16:19:36.997639000 Central Standard Time",192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,178,6,64,39195,443,518,3566,126,0x0018
130,"Feb  9, 2024 16:19:37.015282000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,52,6,244,443,46042,1,518,0,0x0010
131,"Feb  9, 2024 16:19:37.015308000 Central Standard Time",117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,103,6,244,443,43364,3566,644,51,0x0018
132,"Feb  9, 2024 16:19:37.015346000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,1500,6,244,443,46042,1,518,1448,0x0010
133,"Feb  9, 2024 16:19:37.015355000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,1500,6,244,443,46042,1449,518,1448,0x0010
134,"Feb  9, 2024 16:19:37.015363000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,1500,6,244,443,46042,2897,518,1448,0x0010
135,"Feb  9, 2024 16:19:37.015851000 Central Standard Time",1311,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,1297,6,244,443,46042,4345,518,1245,0x0018
136,"Feb  9, 2024 16:19:37.016738000 Central Standard Time",117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,103,6,244,443,40144,3424,644,51,0x0018
137,"Feb  9, 2024 16:19:37.019905000 Central Standard Time",117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,103,6,244,443,43360,3566,644,51,0x0018
138,"Feb  9, 2024 16:19:37.021048000 Central Standard Time",117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,103,6,241,443,39195,3566,644,51,0x0018
139,"Feb  9, 2024 16:19:37.030639000 Central Standard Time",78,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,64,6,64,39199,443,518,1,0,0x0010
140,"Feb  9, 2024 16:19:37.030819000 Central Standard Time",78,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,64,6,64,39199,443,518,1,0,0x0010
141,"Feb  9, 2024 16:19:37.031059000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,52,6,64,46043,443,518,1449,0,0x0010
142,"Feb  9, 2024 16:19:37.031124000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,52,6,64,46043,443,518,2897,0,0x0010
143,"Feb  9, 2024 16:19:37.031127000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,52,6,64,46043,443,518,4345,0,0x0010
144,"Feb  9, 2024 16:19:37.031438000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,52,6,64,46043,443,518,5590,0,0x0010
145,"Feb  9, 2024 16:19:37.031498000 Central Standard Time",78,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,64,6,64,39195,443,644,3566,0,0x0010
146,"Feb  9, 2024 16:19:37.039292000 Central Standard Time",78,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,64,6,64,43360,443,644,3566,0,0x0010
147,"Feb  9, 2024 16:19:37.042963000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
148,"Feb  9, 2024 16:19:37.045898000 Central Standard Time",192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,178,6,64,46043,443,518,5590,126,0x0018
149,"Feb  9, 2024 16:19:37.047656000 Central Standard Time",816,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,802,6,64,43364,443,644,3617,750,0x0018
150,"Feb  9, 2024 16:19:37.047902000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,52,6,64,46042,443,518,1449,0,0x0010
151,"Feb  9, 2024 16:19:37.047962000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,52,6,64,46042,443,518,2897,0,0x0010
152,"Feb  9, 2024 16:19:37.048041000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,52,6,64,46042,443,518,4345,0,0x0010
153,"Feb  9, 2024 16:19:37.048117000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,52,6,64,46042,443,518,5590,0,0x0010
154,"Feb  9, 2024 16:19:37.048281000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43360,443,644,3617,0,0x0010
155,"Feb  9, 2024 16:19:37.048442000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39195,443,644,3617,0,0x0010
156,"Feb  9, 2024 16:19:37.048678000 Central Standard Time",1514,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,1500,6,64,40144,443,644,3475,1448,0x0018
157,"Feb  9, 2024 16:19:37.049068000 Central Standard Time",1454,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,1440,6,64,40144,443,2092,3475,1388,0x0018
158,"Feb  9, 2024 16:19:37.051722000 Central Standard Time",192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,178,6,64,46042,443,518,5590,126,0x0018
159,"Feb  9, 2024 16:19:37.051785000 Central Standard Time",589,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,575,6,64,43360,443,644,3617,523,0x0018
160,"Feb  9, 2024 16:19:37.056686000 Central Standard Time",591,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,577,6,64,39195,443,644,3617,525,0x0018
161,"Feb  9, 2024 16:19:37.072810000 Central Standard Time",237,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,223,6,244,443,46043,5590,644,171,0x0018
162,"Feb  9, 2024 16:19:37.072832000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,52,6,244,443,46043,5590,644,0,0x0010
163,"Feb  9, 2024 16:19:37.075353000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,52,6,244,443,40144,3475,3480,0,0x0010
164,"Feb  9, 2024 16:19:37.077062000 Central Standard Time",1032,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,1018,6,64,46043,443,644,5761,966,0x0018
165,"Feb  9, 2024 16:19:37.077243000 Central Standard Time",237,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,223,6,244,443,46042,5590,644,171,0x0018
166,"Feb  9, 2024 16:19:37.077261000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,52,6,244,443,46042,5590,644,0,0x0010
167,"Feb  9, 2024 16:19:37.080638000 Central Standard Time",332,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,318,6,244,443,40144,3475,3480,266,0x0018
168,"Feb  9, 2024 16:19:37.092260000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,1500,6,241,443,39199,1,518,1448,0x0010
169,"Feb  9, 2024 16:19:37.104882000 Central Standard Time",303,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,289,6,244,443,43360,3617,1167,237,0x0018
170,"Feb  9, 2024 16:19:37.114258000 Central Standard Time",753,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,739,6,244,443,46043,5761,1610,687,0x0018
171,"Feb  9, 2024 16:19:37.114279000 Central Standard Time",100,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,86,6,244,443,46043,6448,1610,34,0x0018
172,"Feb  9, 2024 16:19:37.115168000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,52,6,244,443,43364,3617,1394,0,0x0010
173,"Feb  9, 2024 16:19:37.120188000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,52,6,241,443,39195,3617,1169,0,0x0010
174,"Feb  9, 2024 16:19:37.130420000 Central Standard Time",390,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,376,6,241,443,39195,3617,1169,324,0x0018
175,"Feb  9, 2024 16:19:37.161185000 Central Standard Time",1049,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,1035,6,244,443,43364,3617,1394,983,0x0018
176,"Feb  9, 2024 16:19:37.229014000 Central Standard Time",1454,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,1440,6,64,40144,443,2092,3475,1388,0x0018
177,"Feb  9, 2024 16:19:37.255692000 Central Standard Time",78,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,64,6,244,443,40144,3741,3480,0,0x0010
178,"Feb  9, 2024 16:19:37.273269000 Central Standard Time",1468,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,1454,6,64,46042,443,644,5761,1402,0x0018
179,"Feb  9, 2024 16:19:37.276631000 Central Standard Time",596,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,582,6,64,43360,443,1167,3854,530,0x0018
180,"Feb  9, 2024 16:19:37.276697000 Central Standard Time",612,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,598,6,64,43364,443,1394,4600,546,0x0018
